"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070723","response to cholesterol","1/7","31/18860",0.032258064516129,86.9124423963134,9.22446954641719,0.0114510641802462,0.0496637867720664,0.022207664686301,"PTCH1",1
"GO:0180046","GPI anchored protein biosynthesis","1/7","31/18860",0.032258064516129,86.9124423963134,9.22446954641719,0.0114510641802462,0.0496637867720664,0.022207664686301,"PIGC",1
"GO:0048568","embryonic organ development","2/7","472/18860",0.00423728813559322,11.4164648910412,4.41613379491294,0.0120751203564127,0.0496637867720664,0.022207664686301,"PTCH1/MYC",2
"GO:2000108","positive regulation of leukocyte apoptotic process","1/7","33/18860",0.0303030303030303,81.6450216450216,8.93433202299717,0.0121859667202322,0.0496637867720664,0.022207664686301,"MYC",1
"GO:0021532","neural tube patterning","1/7","34/18860",0.0294117647058824,79.2436974789916,8.79889050107376,0.0125532423474143,0.0496637867720664,0.022207664686301,"PTCH1",1
"GO:0060603","mammary gland duct morphogenesis","1/7","34/18860",0.0294117647058824,79.2436974789916,8.79889050107376,0.0125532423474143,0.0496637867720664,0.022207664686301,"PTCH1",1
"GO:0007389","pattern specification process","2/7","486/18860",0.00411522633744856,11.08759553204,4.34132256646134,0.0127709414353709,0.0496637867720664,0.022207664686301,"DISP1/PTCH1",2
"GO:0010464","regulation of mesenchymal cell proliferation","1/7","35/18860",0.0285714285714286,76.9795918367347,8.66925150318695,0.0129204009208536,0.0496637867720664,0.022207664686301,"MYC",1
"GO:0045684","positive regulation of epidermis development","1/7","35/18860",0.0285714285714286,76.9795918367347,8.66925150318695,0.0129204009208536,0.0496637867720664,0.022207664686301,"PTCH1",1
"GO:0048147","negative regulation of fibroblast proliferation","1/7","35/18860",0.0285714285714286,76.9795918367347,8.66925150318695,0.0129204009208536,0.0496637867720664,0.022207664686301,"MYC",1
"GO:0050673","epithelial cell proliferation","2/7","496/18860",0.00403225806451613,10.8640552995392,4.28973842463745,0.0132787619469604,0.0496637867720664,0.022207664686301,"PTCH1/MYC",2
"GO:0032373","positive regulation of sterol transport","1/7","36/18860",0.0277777777777778,74.8412698412698,8.54500982491396,0.01328744247164,0.0496637867720664,0.022207664686301,"PTCH1",1
"GO:0032376","positive regulation of cholesterol transport","1/7","36/18860",0.0277777777777778,74.8412698412698,8.54500982491396,0.01328744247164,0.0496637867720664,0.022207664686301,"PTCH1",1
