locus_id	SRR31451017	SRR31451018	SRR31451019	SRR31451020	SRR31451021	SRR31451022	SRR31451023	SRR31451024	SRR31451025	SRR31451026	SRR31451027	SRR31451028	SRR31451029	SRR31451030	SRR31451031	SRR31451032	SRR31451033	SRR31451034	SRR31451035	SRR31451036	SRR31451037	SRR31451038	SRR31451039	SRR31451040	SRR31451041	SRR31451042
LNC_L00281	193.08251239202085	2209.853935796438	3115.0047717874327	909.1892356516039	2877.036140685953	2595.540812923035	6578.217741443158	705.1089343418386	223.4507284604909	3181.911888099149	4163.382621901218	1751.6133557324679	505.6276001155765	2156.750593011357	1004.2295312126361	1653.945919934798	1397.296600518949	2500.657115180933	2213.896205309283	3374.103336601408	1693.0073353499804	481.8032724291411	1239.4867941276032	2349.963563030974	6279.670841321969	3250.5678032130286
LNC_L00282	8882.71996013539	10369.346554892963	12293.4043636361	11812.48776590736	6815.793509033741	11830.050157960603	14389.851309406913	15193.506510723624	9979.254637985401	15909.559440495748	17794.000029941242	18451.531660469074	10095.858543580798	18098.531748207122	11352.693845908778	5494.49571466216	14034.888932074156	10588.12215035203	9172.269130038816	4798.614467556451	8388.249456338228	10107.744832483155	7306.866840402237	8977.221312933953	2907.9934628784017	8943.933681207765
LNC_L00284	1065.9083436591466	1152.1496172103293	1639.1205818181468	2142.9035063396695	851.9741886292175	1478.5155867584629	1279.0978941695032	1413.1194055137964	475.1252576353569	1060.6372960330496	1148.0000019316929	473.11619642228396	0.0	646.3761338645403	540.6044688527988	0.0	3488.4400291617935	0.0	611.4846086692546	1599.53815585215	0.0	0.0	664.2606218547488	920.7406474804052	0.0	1625.6404080841057
LNC_L00285	15085.195819040846	11615.941470727515	26389.165700939204	35065.2053241572	21830.215329561353	37330.878470193995	22201.484877370658	35335.301858537445	28763.90798187807	15909.559440495748	11908.617405142491	30893.404197405136	31296.32681216394	35979.44130499651	24133.87827044252	25818.53265337602	23163.75903061082	37734.207056156774	26220.13809781106	45411.81041688915	28047.149828031	32598.088906606634	18688.331861514856	33558.92168870485	34432.23763897566	30898.997161398438
LNC_L00286	1065.9263952162469	2592.336638723241	8195.602909090732	5100.8469898236335	4259.870943146088	5175.646944107762	4796.617103135637	4240.048328574035	2138.4117081397276	6363.823776198299	4592.000007726772	1419.3485892668518	3533.5504902532784	3231.880669322701	4054.5335163959926	4709.5677554247095	5847.87038836423	4235.248860140811	0.0	2399.3072337782255	762.5681323943844	1837.77178772421	3985.563731128493	690.5554856103039	2907.9934628784017	2439.254640329391
LNC_L00287	0.00022739763097946606	0.0	0.0	268.4656310433491	0.0	0.0	0.0	0.0	5.5320863822571525e-08	1590.9559440495748	1312.0000020549123	0.1732603258381689	0.0	0.0	0.0	10.20888876516722	0.01485512977789014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LNC_L00288	0.0	864.1122129077469	819.5602909090734	805.3968931300473	0.0	0.0	0.0	353.3373607145029	475.0865855486212	0.0	1147.4394550557495	709.6742946334259	504.7929271790398	1292.7522677290806	0.0	0.0	0.0	0.0	0.0	399.8845389630375	381.2840661971922	918.885893862105	1327.2251254229516	0.0	1453.9967314392009	813.0848801097968
LNC_L00290	709.9236343139455	432.05610645387344	0.0	0.0	0.0	0.0	0.0	353.3373607145029	0.0	795.4779720247874	0.0	0.0	0.0	1292.7522677290806	0.0	392.46397961872583	0.0	0.0	917.2269130038819	799.769077926075	0.3723477208956932	459.4429469310525	664.2606218547488	690.5554856103039	0.0	1219.6273201646954
LNC_L00291	1065.9263952162469	864.1122129077469	1639.1205818181468	1073.8625241733964	0.0	0.0	0.0	353.3373607145029	0.0	4772.867832148725	0.0	709.6742946334259	0.0	0.0	0.0	784.9279592374517	0.0	0.0	917.2269130038819	3199.0763117043	0.0	0.0	0.0	0.0	0.0	0.0
LNC_L00292	1065.9263952162469	0.0	1639.1205818181468	536.9312620866982	851.9741886292175	0.0	959.3234206271276	706.6747214290058	0.0	3181.9118880991496	1722.0000028975394	0.0	1514.3787815371193	0.0	0.0	784.9279592374517	0.0	2117.624430070405	0.0	799.769077926075	0.0	0.0	664.2606218547488	690.5554856103039	1453.9967314392009	0.0
